id,statement,statement_clean,label,label_3class,label_encoded,speaker,party,subject,credibility_score,lie_rate,history_total,is_politician
7555.json,The Air Force wants taxpayers to fund a fantasy football league.,air force wants taxpayers fund fantasy football league,false,fake,0,blog-posting,none,"families,federal-budget,military",0.1026,0.8077,78.0,0
6777.json,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,barack hussein obama force courts accept islamic sharia law domestic disputes,pants-fire,fake,0,government-not-god-pac,none,"islam,message-machine-2012",0.0,0.8333,6.0,0
11385.json,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,about percent murders crimes committed guns people who actually legally purchase those guns,half-true,nuanced,1,joe-scarborough,none,"crime,guns",0.5455,0.3636,11.0,0
3836.json,Some neighborhood schools are closing.,some neighborhood schools closing,mostly-true,real,2,texas-house-democratic-caucus,democrat,"education,state-budget",1.0,0.0,1.0,1
325.json,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,told gay organizers massachusetts stronger advocate special rights than even ted kennedy,mostly-true,real,2,john-mccain,republican,gays-and-lesbians,0.4658,0.3219,146.0,1
2555.json,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",years speaker florida house consistently offered leaner budgets than governor offered,mostly-true,real,2,marco-rubio,republican,"state-budget,taxes",0.5194,0.2248,129.0,1
7803.json,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",already almost halfway goal creating new jobs seven years,barely-true,nuanced,1,rick-scott,republican,"economy,jobs",0.5538,0.2308,130.0,1
8985.json,Says the U.S. Supreme Court found that Social Security is not guaranteed.,supreme court found social security not guaranteed,true,real,2,david-jolly,republican,social-security,0.3333,0.0,6.0,1
12021.json,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,saysmichael bennet wants close guantanamo bay prisonand bring terrorists right here colorado,false,fake,0,jon-keyser,republican,"congress,terrorism",0.0,1.0,2.0,1
2932.json,Oregonians have an amazing no-cost way to fight abortion with free political donations,oregonians amazing cost way fight abortion free political donations,true,real,2,oregon-right-life-pac,none,"abortion,campaign-finance",0.0,0.0,0.0,0
11486.json,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",president hes going bring syrian iraqi refugees into country,pants-fire,fake,0,sean-hannity,none,"foreign-policy,immigration,terrorism",0.3571,0.4286,14.0,0
7324.json,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",research shows vast majority arriving immigrants today come here because believe government source prosperity thats what support,barely-true,nuanced,1,rush-limbaugh,none,"immigration,pundits",0.1892,0.5676,37.0,0
4884.json,Newt Gingrichs immigration plan offers a new doorway to amnesty.,newt gingrichs immigration plan offers new doorway amnesty,mostly-true,real,2,mitt-romney,republican,immigration,0.517,0.2898,176.0,1
2257.json,Mr. Caprio is a career politician who has never worked in the private sector.,caprio career politician who never worked private sector,false,fake,0,john-robitaille,republican,candidates-biography,0.6667,0.3333,3.0,1
8019.json,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",rhode island percent workers use states temporary disability insurance program each year while new jersey rate only percent,barely-true,nuanced,1,patricia-morgan,republican,"disability,labor,states,workers",0.6667,0.0,3.0,1
10947.json,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",just years spending social security federal health care interest debt exceed all tax revenue,mostly-true,real,2,dave-brat,republican,"debt,federal-budget,taxes",0.2222,0.5556,9.0,1
12014.json,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,president obama took more money wall street campaign than anybody ever,mostly-true,real,2,hillary-clinton,democrat,"campaign-finance,economy,elections,financial-regulation,history,stimulus,voting-record",0.6561,0.1629,221.0,1
13241.json,Donald Trump has said nuclear proliferation is OK.,donald trump nuclear proliferation,half-true,nuanced,1,mark-warner,democrat,nuclear,0.6923,0.0769,13.0,1
445.json,"Hillary Clinton has taken over $800,000 from lobbyists.",hillary clinton taken over lobbyists,true,real,2,barack-obama,democrat,ethics,0.6829,0.1691,473.0,1
6588.json,Barack Obama has never even worked in business.,barack obama never even worked business,false,fake,0,rob-portman,republican,candidates-biography,0.7097,0.1935,31.0,1
1835.json,Says the Arizona immigration law expressly bans racial profiling.,arizona immigration law expressly bans racial profiling,half-true,nuanced,1,john-cornyn,republican,immigration,0.4706,0.2353,17.0,1
3782.json,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,gov rick perry begging federal government send coast guard patrol two lakes mexico border,false,fake,0,louie-gohmert,republican,"crime,immigration",0.1,0.7,10.0,1
11536.json,"On the VA: Over 300,000 veterans have died waiting for care.",over veterans died waiting care,barely-true,nuanced,1,donald-trump,republican,"health-care,veterans",0.2699,0.5368,326.0,1
6827.json,Were now spending 42 percent of our economy on government.,now spending percent economy government,mostly-true,real,2,mitt-romney,republican,"debates,federal-budget,government-efficiency",0.517,0.2898,176.0,1
5236.json,Rob Cornilles supports privatizing Medicare.,rob cornilles supports privatizing medicare,barely-true,nuanced,1,democratic-congressional-campaign-committee,democrat,"medicare,message-machine-2012",0.1765,0.5,34.0,1
9230.json,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.",dan branch tried expand third trimester abortions texas,false,fake,0,texas-right-life,none,"abortion,corrections-and-updates",0.5,0.5,4.0,0
2869.json,We (Democrats) have made steady progress creating jobs and improving our schools.,democrats made steady progress creating jobs improving schools,half-true,nuanced,1,armond-budish,democrat,"education,government-efficiency,job-accomplishments,jobs",0.8333,0.1667,6.0,1
3864.json,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,michigan massachusetts raised bottle deposit longer afford program because redemptions high there profit there,pants-fire,fake,0,jeff-kruse,republican,environment,0.3333,0.6667,3.0,1
3054.json,"Whether you like to admit it or not, half our general revenue goes to education.",whether like admit not half general revenue goes education,true,real,2,mike-haridopolos,republican,"education,state-budget",0.4,0.6,5.0,1
2367.json,Im the only one whos fought against developers draining the Everglades!,only one whos fought against developers draining everglades,false,fake,0,kendrick-meek,democrat,"environment,message-machine",0.3571,0.5,14.0,1
13432.json,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,ron johnson calls social security ponzi scheme wants privatize program,half-true,nuanced,1,americans-united-change,none,"crime,debt,federal-budget,social-security",0.5,0.4,10.0,0
12237.json,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.",there other states other cities same type policies just passed referring north carolinas house bill,half-true,nuanced,1,paul-skip-stam,republican,"gays-and-lesbians,government-regulation,sexuality",1.0,0.0,1.0,1
11582.json,Climate change is directly related to the growth of terrorism.,climate change directly related growth terrorism,barely-true,nuanced,1,bernie-s,independent,"climate-change,terrorism",0.6774,0.129,93.0,0
4453.json,The jobs bill includes President Obamas tax on soup kitchens,jobs bill includes president obamas tax soup kitchens,barely-true,nuanced,1,eric-cantor,republican,"economy,jobs,taxes,workers",0.2963,0.3704,27.0,1
6898.json,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,obama administration spent taxpayer dollars electric cars finland windmills china,barely-true,nuanced,1,paul-ryan,republican,stimulus,0.5263,0.1404,57.0,1
704.json,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,while sarah mayor wasilla tried fire highly respected city librarian because librarian refused consider removing library some books sarah wanted removed,half-true,nuanced,1,chain-email,none,civil-rights,0.0756,0.8605,172.0,0
10887.json,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",milwaukee approves reducing maximum forfeiture marijuana possession city different bicycle violations higher forfeiture,half-true,nuanced,1,robert-puente,none,"city-government,crime,drugs,government-regulation,marijuana",1.0,0.0,1.0,0
